id,user_id,action_type,message_content,target_channel_id,timestamp,,
171,-1.00101E+12,sent,"**Collectible Gifts.** Over 20 [existing gifts](https://t.me/telegram/335) on Telegram can now be **upgraded to collectibles** – with more coming soon.

When you upgrade a gift it unlocks a **new appearance** from dozens of **custom variations** made by Telegram artists, as well as random **secondary traits**.

Collectible gifts can be **transferred** to other users or **auctioned** on NFT marketplaces.

January Features
**1** • [2](https://t.me/telegram/358) • [3](https://t.me/telegram/359) • [4](https://t.me/telegram/360) • [5](https://t.me/telegram/361) • [6](https://t.me/telegram/362) • [7](https://t.me/telegram/363) • [8](https://t.me/telegram/364) • [9](https://t.me/telegram/365) • [More](https://t.me/telegram/366)",1005640892,02-02-2025 14:30,,
172,-1.00137E+12,sent,"TVK 2ம் ஆண்டு தொடக்கவிழா- பனையூரில் உள்ள அலுவலகத்தில் கட்சிக் கொடியை ஏற்றிவைத்தார் Vijay | N18S

https://tamil.news18.com/videos/tamil-nadu/tvk-2nd-year-inauguration-ceremony-vijay-hoists-the-party-flag-at-the-office-in-panayur-n18s-1717647.html??utm_source=telegram&utm_medium=social&utm_campaign=telegram",1374265849,02-02-2025 14:32,,
173,-1.00137E+12,sent,"TVK Vijay | தவெக அலுவலகத்திற்கு விஜய் வருகை.. | TVK News | N18S

https://tamil.news18.com/videos/tamil-nadu/tvk-vijay-vijay-visits-thaweka-office-tvk-news-n18s-1717649.html??utm_source=telegram&utm_medium=social&utm_campaign=telegram",1374265849,02-02-2025 14:32,,
174,-1.00137E+12,sent,"Aravind Swamy Speech | நீங்க ஓட்டி பாருங்கஅப்போ தெரியும்- செய்தியாளர் கேள்விக்கு அரவிந்த் சாமி பதில்

https://tamil.news18.com/videos/tamil-nadu/aravind-swamy-speech-you-drive-and-you-will-know-arvind-swamy-s-answer-to-a-journalist-s-question-1717643.html??utm_source=telegram&utm_medium=social&utm_campaign=telegram",1374265849,02-02-2025 14:32,,
175,-1.00137E+12,sent,"AI vs DeepSeek AI | அமெரிக்காவை மிரட்டும் சீனாவின் DeepSeek AI!! - இதிலுள்ள சிறப்பம்சங்கள் என்ன?

https://tamil.news18.com/videos/tamil-nadu/ai-vs-deepseek-ai-china-s-deepseek-ai-threatens-america-what-are-its-highlights-1717641.html??utm_source=telegram&utm_medium=social&utm_campaign=telegram",1374265849,02-02-2025 14:32,,
176,-1.00137E+12,sent,எனக்கு எந்த அரசியல் கட்சிக்கும் தொடர்பு இல்லை- ECR Car Chasing சம்பவத்தில் கைது செய்யப்பட்ட சந்துரு,,,,
,,,,,,,
"https://tamil.news18.com/videos/tamil-nadu/i-have-no-connection-with-any-political-party-chanduru-who-was-arrested-in-the-ecr-car-chasing-incident-1717617.html??utm_source=telegram&utm_medium=social&utm_campaign=telegram""",1374265849,02-02-2025 14:32,,,,,
177,-1.00137E+12,sent,"Tirupati | திருப்பதி ஏழுமலையான் கோயிலில் ஐஸ்வர்யா ரஜினிகாந்த் சாமி தரிசனம் | N18S

https://tamil.news18.com/videos/tamil-nadu/tirupati-aishwarya-rajinikanth-swami-darshan-at-tirupati-ezhumalaiyan-temple-n18s-1717615.html??utm_source=telegram&utm_medium=social&utm_campaign=telegram",1374265849,02-02-2025 14:32,,
178,-1.00137E+12,sent,"Thiruvarur | திருவாரூரில் கடும் பனி பொழிவு.. - மக்கள் வாகன ஓட்டிகள் அவதி | N18S

https://tamil.news18.com/videos/tamil-nadu/thiruvarur-heavy-snowfall-in-thiruvarur-people-and-motorists-suffer-n18s-1717613.html??utm_source=telegram&utm_medium=social&utm_campaign=telegram",1374265849,02-02-2025 14:32,,
179,-1.00137E+12,sent,"Chennai பத்திரிகையாளர் மன்றத்தில், காவல்துறை சிறப்பு புலனாய்வுக் குழுவைக் கண்டித்து போராட்டம் | N18S

https://tamil.news18.com/videos/tamil-nadu/protest-against-the-police-special-investigation-team-at-chennai-press-club-n18s-1717611.html??utm_source=telegram&utm_medium=social&utm_campaign=telegram",1374265849,02-02-2025 14:32,,
180,-1.00137E+12,sent,"Union Budget 2025 | எந்தெந்த துறைக்கு எவ்ளோ நிதி? - கடந்தாண்டைவிட குறைவா? அதிகமா? | Delhi

https://tamil.news18.com/videos/tamil-nadu/union-budget-2025-how-much-money-for-which-department-less-than-last-year-more-delhi-1717602.html??utm_source=telegram&utm_medium=social&utm_campaign=telegram",1374265849,02-02-2025 14:32,,
181,-1.00137E+12,sent,"Udhayanidhi Stalin Speech | |மாநிலத்தின் பெயரையே மாற்ற வேண்டும் என்று கூறியவர் ஆர்.என்.ரவி"" | DMK",,,,
,,,,,,,
"https://tamil.news18.com/videos/tamil-nadu/udhayanidhi-stalin-speech-r-n-ravi-is-the-one-who-said-that-the-name-of-the-state-should-be-changed-dmk-1717600.html??utm_source=telegram&utm_medium=social&utm_campaign=telegram""",1374265849,02-02-2025 14:32,,,,,
182,-1.00244E+12,sent,Media message (ID 1),2437016060,02-02-2025 14:32,,
183,-1.00154E+12,sent,"🎬```The Legend of Ochi```

🎞**Movie Info**
**The Legend of Ochi** (/ˈoʊtʃi/) is a 2025 American fantasy adventure film written and directed by Isaiah Saxon in his feature film debut. The film stars Helena Zengel, Finn Wolfhard, Emily Watson, and Willem Dafoe. It is scheduled to be released by A24 on April 25, 2025.

📝️**Synopsis**:
In a remote northern village, a young girl, Yuri, is raised to never go outside after dark and to fear the reclusive forest creatures known as the ochi. When a baby ochi is left behind by its pack, she embarks on the adventure of a lifetime to reunite it with its family.

😀**Genre**: #Fantasy #Adventure
🗣**Language**: English
🌍**Country**: United States
🗓**Release Date**: April 25, 2025
⏳**Running time**: 96 minutes
©️**Source**: [Wikipedia](https://en.wikipedia.org/wiki/The_Legend_of_Ochi)
✅Free encyclopedia & fair use

➡️ **Channel** Movie.t.me",1543931431,02-02-2025 14:32,,
184,-1.00154E+12,sent,"🎬```Limonov: The Ballad```

🎞**Movie Info**
**Limonov: The Ballad** is a 2024 biographical film directed by Kirill Serebrennikov. It is based on Emmanuel Carrère's 2011 book Limonov, a novelized biography of the Russian dissident writer and politician Eduard Limonov, who founded the National Bolshevik Party.

📝️**Synopsis**:
A revolutionary militant, a thug, an underground writer, a butler to a millionaire in Manhattan. But also a switchblade waving poet, a lover of beautiful women, a warmonger, a political agitator and a novelist who wrote of his own greatness. Eduard Limonov's life story is a journey through Russia, America and Europe during the second half of the 20th century.

😀**Genre**: #Biopic
🗣**Language**: English
🌍**Country**: France, Italy, Spain
🗓**Release Date**: 21 February 2025
⏳**Running time**: 138 minutes
©️**Source**: [Wikipedia](https://en.wikipedia.org/wiki/Limonov:_The_Ballad)
✅Free encyclopedia & fair use

➡️ **Channel** Movie.t.me",1543931431,02-02-2025 14:32,,
185,-1.00154E+12,sent,"🎬```Still Life with Ghosts```

🎞**Movie Info**
**Still Life with Ghosts** (Spanish: Bodegón con fantasmas) is a 2024 Spanish-Serbian ensemble comedy film written and directed by Enrique Buleo.

📝️**Synopsis**:
Structured in five episodes, the plot follows the mishaps of townsfolk and ghosts in a village of La Mancha.

😀**Genre**: #Comedy
🗣**Language**: Spanish
🌍**Country**: Spain, Serbia
🗓**Release Date**: 24 January 2025
⏳**Running time**: ----
©️**Source**: [Wikipedia](https://en.wikipedia.org/wiki/Still_Life_with_Ghosts)
✅Free encyclopedia & fair use

➡️ **Channel** Movie.t.me",1543931431,02-02-2025 14:32,,
186,-1.00154E+12,sent,"🎬```Rich Flu```

🎞**Movie Info**
**Rich Flu** (Spanish: La fiebre de los ricos) is a 2024 Spanish film written, directed, and produced by Galder Gaztelu-Urrutia. It stars Mary Elizabeth Winstead, Rafe Spall, Lorraine Bracco, Jonah Hauer-King, and Timothy Spall. It premiered at the 57th Sitges Film Festival on October 6, 2024.

📝️**Synopsis**:
A disease targets the richest people on Earth, starting with billionaires, then millionaires, and so on, causing people to give away their assets to avoid death.

😀**Genre**: # 
🗣**Language**: English
🌍**Country**: Spain
🗓**Release Date**: January 24, 2025
⏳**Running time**: ----
©️**Source**: [Wikipedia](https://en.wikipedia.org/wiki/Rich_Flu)
✅Free encyclopedia & fair use

➡️ **Channel** Movie.t.me",1543931431,02-02-2025 14:32,,
187,-1.00154E+12,sent,"🎬```Myocardium```

🎞**Movie Info**
**Myocardium** (Spanish: Miocardio) is a 2024 Spanish comedy-drama film written and directed by José Manuel Carrasco starring Vito Sanz and Marina Salas.

📝️**Synopsis**:
Pablo, a middling writer in crisis and dumped by his wife, receives an unexpected visit from Ana, the former fling who broke his heart 15 years ago, upending his miserable existence.

😀**Genre**: #Drama #Comedy
🗣**Language**: Spanish
🌍**Country**: Spain
🗓**Release Date**: 24 January 2025
⏳**Running time**: ----
©️**Source**: [Wikipedia](https://en.wikipedia.org/wiki/Myocardium_(film))
✅Free encyclopedia & fair use

➡️ **Channel** Movie.t.me",1543931431,02-02-2025 14:32,,
188,-1.00154E+12,sent,"🎬```Presence```

🎞**Movie Info**
**Presence** is a 2024 American supernatural thriller drama film directed by Steven Soderbergh and written by David Koepp. It stars Lucy Liu, Chris Sullivan, and Callina Liang.

📝️**Synopsis**:
The Paynes, a family of four—mother Rebecca, father Chris, elder brother Tyler, and younger sister Chloe—move into a large suburban house inhabited by a poltergeist (referred to in-universe as the Presence."") The entire film is presented from the Presence's point of view in a series of long takes.",,,,
,,,,,,,
😀**Genre**: #Drama #Thriller,,,,,,,
🗣**Language**: English,,,,,,,
🌍**Country**: United States,,,,,,,
🗓**Release Date**: January 24, 2025,,,,,,
⏳**Running time**: 85 minutes,,,,,,,
©️**Source**: [Wikipedia](https://en.wikipedia.org/wiki/Presence_(2024_film)),,,,,,,
✅Free encyclopedia & fair use,,,,,,,
,,,,,,,
"➡️ **Channel** Movie.t.me""",1543931431,02-02-2025 14:32,,,,,
189,-1.00154E+12,sent,"🎬```Brave the Dark```

🎞**Movie Info**
**Brave the Dark** is a 2023 American drama film directed by Damian Harris and starring Jared Harris and Nicholas Hamilton. The film premiered at the Heartland International Film Festival in October 2023, and was released in the United States on January 24, 2025.

📝️**Synopsis**:
A teacher discovers one of his students has been thrown into jail, and decides to bail him out but quickly discovers the student has dark secrets.

😀**Genre**: #Drama
🗣**Language**: English
🌍**Country**: United States
🗓**Release Date**: January 24, 2025
⏳**Running time**: 122 minutes
©️**Source**: [Wikipedia](https://en.wikipedia.org/wiki/Brave_the_Dark)
✅Free encyclopedia & fair use

➡️ **Channel** Movie.t.me",1543931431,02-02-2025 14:32,,
190,-1.00154E+12,sent,"🎬```Flight Risk```

🎞**Movie Info**
**Flight Risk** is a 2025 American action thriller film directed by Mel Gibson and starring Mark Wahlberg,  Michelle Dockery, and Topher Grace. Its plot follows a pilot (Wahlberg) transporting an Air Marshal (Dockery) and a fugitive (Grace) across the Alaskan wilderness, where the identities and intentions of those onboard come into question.

📝️**Synopsis**:
Madolyn Harris, a U.S. Marshal, arrests an accountant named Winston while he is hiding out in a remote part of Alaska after turning informant against his former employer, the Moretti crime family. Madolyn charters a small private airplane to take them to Anchorage so they can transfer to New York City, where she intends for Winston to testify against the📝️

😀**Genre**: #Action #Thriller
🗣**Language**: English
🌍**Country**: United States
🗓**Release Date**: January 24, 2025
⏳**Running time**: 91 minutes
©️**Source**: [Wikipedia](https://en.wikipedia.org/wiki/Flight_Risk_(film))
✅Free encyclopedia & fair use

➡️ **Channel** Movie.t.me",1543931431,02-02-2025 14:32,,
191,-1.00154E+12,sent,"🎬```Inheritance```

🎞**Movie Info**
**Inheritance** is a 2025 American espionage action film directed by Neil Burger from a screenplay he co-wrote with Olen Steinhauer starring Phoebe Dynevor and Rhys Ifans. The film was released in theaters on January 24, 2025.

📝️**Synopsis**:
A young woman is drawn into an international conspiracy after discovering her father is a spy.

😀**Genre**: #Action
🗣**Language**: English
🌍**Country**: United States
🗓**Release Date**: January 24, 2025
⏳**Running time**: 101 minutes
©️**Source**: [Wikipedia](https://en.wikipedia.org/wiki/Inheritance_(2025_film))
✅Free encyclopedia & fair use

➡️ **Channel** Movie.t.me",1543931431,02-02-2025 14:32,,
192,-1.00154E+12,sent,"🎬```Dark Nuns```

🎞**Movie Info**
**Dark Nuns** (Korean: 검은 수녀들; also known as The Priest 2: **Dark Nuns**) is a 2025 South Korean supernatural thriller film directed by Kwon Hyeok-jae, and starring Song Hye-kyo, Jeon Yeo-been, Lee Jin-wook, and Moon Woo-jin. The film is a spin-off of the 2015 film The Priests by Jang Jae-hyun, and it follows the two nuns who work together to save a boy who has been possessed by an evil spirit. It was released on January 24, 2025.

📝️**Synopsis**:
The film centers around the two nuns, Sister Junia and Sister Michaela, who are confronted with a young boy named Hee-joon, who has been possessed by a powerful evil spirit. Sister Junia, driven by her faith and compassion, takes it upon herself to save the boy, while Sister Michaela, initially skeptical, is drawn into the investigation.

😀**Genre**: #Thriller
🗣**Language**: Korean
🌍**Country**: South Korea
🗓**Release Date**: January 24, 2025
⏳**Running time**: 114 minutes
©️**Source**: [Wikipedia](https://en.wikipedia.org/wiki/Dark_Nuns)
✅Free encyclopedia & fair use

➡️ **Channel** Movie.t.me",1543931431,02-02-2025 14:32,,
193,-1.00137E+12,sent,"[A clear road map for Viksit Bharat](https://epaper.thehindu.com/ccidist-ws/th/th_international/issues/118218/OPS/GM3DUAV83.1+G49DUF24U.1.html) - Govt. has maintained focus on infrastructure while aviation, nuclear energy get due attention",1374600389,02-02-2025 14:32,,
194,-1.00137E+12,sent,"[Govt. to remove FDI cap for insurers](https://epaper.thehindu.com/ccidist-ws/th/th_international/issues/118218/OPS/GM3DUAV83.1+G49DUF24S.1.html) - Current guardrails, conditionalities associated with foreign investment will be reviewed and simplified, Finance Minister Nirmala Sitharaman said in 2025-26 Budget speech; at the heart of the measures is the Centre’s ‘Insurance for All by 2047’ goal",1374600389,02-02-2025 14:32,,
195,-1.00137E+12,sent,[Job schemes don’t look promising](https://epaper.thehindu.com/ccidist-ws/th/th_international/issues/118218/OPS/GM3DUAV84.1+GNVDUEM67.1.html) - Three schemes announced in the Budget may not be enough to generate non-farm employment,1374600389,02-02-2025 14:32,,
196,-1.00137E+12,sent,"[Reactor plan not enriched with funds](https://epaper.thehindu.com/ccidist-ws/th/th_international/issues/118218/OPS/GM3DUAV84.1+GNVDUEM65.1.html) - Union Budget proposes that five of them will be ready by 2033 but no financial commitment made towards building them; Atomic Energy Department to spend ₹24,049 cr. in 2025-26; amendments to be made to Atomic Energy Act, Civil Liability for Nuclear Damage Act",1374600389,02-02-2025 14:32,,
197,-1.00137E+12,sent,"[Budget allocations for key agriculture schemes see dip](https://epaper.thehindu.com/ccidist-ws/th/th_international/issues/118218/OPS/GM3DUAV85.1+GBODUBQM8.1.html) - Agriculture sector gets ₹1,27,290.16 crore; allocation for crop insurance scheme down by ₹3,621.73 crore from last revised estimates; cut in funds for fertilizers may hit subsidy; subsidised loan limit under Kisan Credit Card scheme that facilitates short-term loans for farmers increased to ₹5 lakh",1374600389,02-02-2025 14:32,,
198,-1.00137E+12,sent,[March to Viksit Bharat begins](https://epaper.thehindu.com/ccidist-ws/th/th_international/issues/118218/OPS/GM3DUAV85.1+GBLDUBN91.1.html) - The Union Budget will provide tremendous impetus to middle-class consumption and employment,1374600389,02-02-2025 14:32,,
199,-1.00137E+12,sent,[The budget for defence falls short](https://epaper.thehindu.com/ccidist-ws/th/th_international/issues/118218/OPS/GM3DUAV86.1+GCLDUF0IM.1.html) - The marginal increase might not be enough to meet the needs of the defence forces and for indigenisation,1374600389,02-02-2025 14:32,,
200,-1.00137E+12,sent,"[₹6.81 lakh crore set aside for defence](https://epaper.thehindu.com/ccidist-ws/th/th_international/issues/118218/OPS/GM3DUAV86.1+GCLDUF0IK.1.html) - Of the total allocation, ₹1.8 lakh crore has been earmarked for capital expenditure and modernisation of armed forces, a meagre 4.65% increase from the previous Budget Estimate; allocation for the Indian Coast Guard and the Border Roads Organisation has increased",1374600389,02-02-2025 14:32,,
201,-1.00137E+12,sent,[PMJAY to now offer healthcare cover for gig workers](https://epaper.thehindu.com/ccidist-ws/th/th_international/issues/118218/OPS/GM3DUAV87.1+GHJDUEPBK.1.html) - Centre will arrange for their identity cards and registration on e-Shram portal; it is unclear whether benefits will be extended to family members,1374600389,02-02-2025 14:32,,
202,-1.00137E+12,sent,"[An insurance, infra push for healthcare](https://epaper.thehindu.com/ccidist-ws/th/th_international/issues/118218/OPS/GM3DUAV87.1+GHJDUEPBE.1.html) - While health research gets a fillip and digital health gets energised, primary healthcare lacks the needed support",1374600389,02-02-2025 14:32,,
203,-1.00101E+12,sent,"For all the details from our most recent update, like **unique links** for collectible gifts and the ability to **filter gifts** on channel profiles – check out our blog: https://telegram.org/blog/wear-gifts-blockchain-and-more

January Features[
](https://t.me/telegram/367)[1 ](https://t.me/telegram/357)• [2](https://t.me/telegram/358) • [3](https://t.me/telegram/359) • [4](https://t.me/telegram/360) • [5](https://t.me/telegram/361) • [6](https://t.me/telegram/362) • [7](https://t.me/telegram/363) • [8](https://t.me/telegram/364) • [9](https://t.me/telegram/365) • **More**",1005640892,02-02-2025 14:32,,
204,-1.00101E+12,sent,"**Share Gifts.** Collectible gifts on your profile can now be **posted to your story** – with an **animated preview** that shows off your rare artwork and lucky numbers.

January Features[
](https://t.me/telegram/367)[1 ](https://t.me/telegram/357)• [2](https://t.me/telegram/358) • [3](https://t.me/telegram/359) • [4](https://t.me/telegram/360) • [5](https://t.me/telegram/361) • [6](https://t.me/telegram/362) • [7](https://t.me/telegram/363) • [8](https://t.me/telegram/364) • **9** • [More](https://t.me/telegram/366)",1005640892,02-02-2025 14:32,,
205,-1.00101E+12,sent,"**Give Gifts to Channels.** To celebrate holidays and achievements, subscribers can now **send gifts** to channels, which are displayed on the channel's profile.

January Features[
](https://t.me/telegram/367)[1 ](https://t.me/telegram/357)• [2](https://t.me/telegram/358) • [3](https://t.me/telegram/359) • [4](https://t.me/telegram/360) • [5](https://t.me/telegram/361) • [6](https://t.me/telegram/362) • [7](https://t.me/telegram/363) • **8** • [9](https://t.me/telegram/365) • [More](https://t.me/telegram/366)",1005640892,02-02-2025 14:32,,
206,-1.00101E+12,sent,"**Move Gifts to the Blockchain.** Like collectible [usernames](https://t.me/TelegramTips/360) and [numbers](https://t.me/TelegramTips/363), gifts can now be **transferred** or **auctioned** via the TON blockchain. This gives owners **permanent control** – even if they lose access to or delete their Telegram account.

January Features[
](https://t.me/telegram/367)[1 ](https://t.me/telegram/357)• [2](https://t.me/telegram/358) • [3](https://t.me/telegram/359) • [4](https://t.me/telegram/360) • [5](https://t.me/telegram/361) • [6](https://t.me/telegram/362) • **7** • [8](https://t.me/telegram/364) • [9](https://t.me/telegram/365) • [More](https://t.me/telegram/366)",1005640892,02-02-2025 14:32,,
207,-1.00101E+12,sent,"**Wear Collectible Gifts.** Gifts that you [upgrade to collectibles](https://t.me/TelegramTips/498) can be used as a unique emoji status – with a **glittering star effect** and **unique appearance** for [your profile](https://t.me/TelegramTips/409).

January Features
[1 ](https://t.me/telegram/357)• [2](https://t.me/telegram/358) • [3](https://t.me/telegram/359) • [4](https://t.me/telegram/360) • [5](https://t.me/telegram/361) • **6** • [7](https://t.me/telegram/363) • [8](https://t.me/telegram/364) • [9](https://t.me/telegram/365) • [More](https://t.me/telegram/366)",1005640892,02-02-2025 14:32,,
208,-1.00101E+12,sent,"For all the features from this update, including **custom emoji** in folder names, an in-app **QR code scanner** and more – check out our blog:
https://telegram.org/blog/collectible-gifts-and-more

January Features
[1](https://t.me/telegram/357) • [2](https://t.me/telegram/358) • [3](https://t.me/telegram/359) • [4](https://t.me/telegram/360) • **5** • [6](https://t.me/telegram/362) • [7](https://t.me/telegram/363) • [8](https://t.me/telegram/364) • [9](https://t.me/telegram/365) • [More](https://t.me/telegram/366)",1005640892,02-02-2025 14:32,,
209,-1.00101E+12,sent,"**Verification from Third Parties.** Telegram allows public figures and organizations to **become verified**, so users can quickly identify **official sources**.

Third-party services are now able to assign **extra verification icons** to user accounts, mini apps and public chats – which will help **prevent scams** and **reduce misinformation**.

January Features
[1](https://t.me/telegram/357) • [2](https://t.me/telegram/358) • [3](https://t.me/telegram/359) • **4** • [5](https://t.me/telegram/361) • [6](https://t.me/telegram/362) • [7](https://t.me/telegram/363) • [8](https://t.me/telegram/364) • [9](https://t.me/telegram/365) • [More](https://t.me/telegram/366)",1005640892,02-02-2025 14:32,,
210,-1.00101E+12,sent,"**Message Search Filters.** Search results in the __'Chats'__ tab now have **extra filters** that let you **refine the list** to show items only from **private chats**, **group chats** or **channels**.

January Features
[1](https://t.me/telegram/357) • [2](https://t.me/telegram/358) • **3** • [4](https://t.me/telegram/360) • [5](https://t.me/telegram/361) • [6](https://t.me/telegram/362) • [7](https://t.me/telegram/363) • [8](https://t.me/telegram/364) • [9](https://t.me/telegram/365) • [More](https://t.me/telegram/366)",1005640892,02-02-2025 14:32,,
211,-1.00101E+12,sent,"**Reactions for Service Messages.** When someone sends you a gift or joins a group, a special **service message** appears in the conversation.

These messages now **support reactions** – so you can say thanks or welcome new members in two taps.

January Features
[1](https://t.me/telegram/357) • **2** • [3](https://t.me/telegram/359) • [4](https://t.me/telegram/360) • [5](https://t.me/telegram/361) • [6](https://t.me/telegram/362) • [7](https://t.me/telegram/363) • [8](https://t.me/telegram/364) • [9](https://t.me/telegram/365) • [More](https://t.me/telegram/366)",1005640892,02-02-2025 14:32,,
212,-1.00101E+12,sent,"**Collectible Gifts.** Over 20 [existing gifts](https://t.me/telegram/335) on Telegram can now be **upgraded to collectibles** – with more coming soon.

When you upgrade a gift it unlocks a **new appearance** from dozens of **custom variations** made by Telegram artists, as well as random **secondary traits**.

Collectible gifts can be **transferred** to other users or **auctioned** on NFT marketplaces.

January Features
**1** • [2](https://t.me/telegram/358) • [3](https://t.me/telegram/359) • [4](https://t.me/telegram/360) • [5](https://t.me/telegram/361) • [6](https://t.me/telegram/362) • [7](https://t.me/telegram/363) • [8](https://t.me/telegram/364) • [9](https://t.me/telegram/365) • [More](https://t.me/telegram/366)",1005640892,02-02-2025 14:32,,
213,-1.00244E+12,sent,Media message (ID 1),2437016060,02-02-2025 14:46,,
214,-1.00154E+12,sent,"🎬```The Legend of Ochi```

🎞**Movie Info**
**The Legend of Ochi** (/ˈoʊtʃi/) is a 2025 American fantasy adventure film written and directed by Isaiah Saxon in his feature film debut. The film stars Helena Zengel, Finn Wolfhard, Emily Watson, and Willem Dafoe. It is scheduled to be released by A24 on April 25, 2025.

📝️**Synopsis**:
In a remote northern village, a young girl, Yuri, is raised to never go outside after dark and to fear the reclusive forest creatures known as the ochi. When a baby ochi is left behind by its pack, she embarks on the adventure of a lifetime to reunite it with its family.

😀**Genre**: #Fantasy #Adventure
🗣**Language**: English
🌍**Country**: United States
🗓**Release Date**: April 25, 2025
⏳**Running time**: 96 minutes
©️**Source**: [Wikipedia](https://en.wikipedia.org/wiki/The_Legend_of_Ochi)
✅Free encyclopedia & fair use

➡️ **Channel** Movie.t.me",1543931431,02-02-2025 14:46,,
215,-1.00154E+12,sent,"🎬```Limonov: The Ballad```

🎞**Movie Info**
**Limonov: The Ballad** is a 2024 biographical film directed by Kirill Serebrennikov. It is based on Emmanuel Carrère's 2011 book Limonov, a novelized biography of the Russian dissident writer and politician Eduard Limonov, who founded the National Bolshevik Party.

📝️**Synopsis**:
A revolutionary militant, a thug, an underground writer, a butler to a millionaire in Manhattan. But also a switchblade waving poet, a lover of beautiful women, a warmonger, a political agitator and a novelist who wrote of his own greatness. Eduard Limonov's life story is a journey through Russia, America and Europe during the second half of the 20th century.

😀**Genre**: #Biopic
🗣**Language**: English
🌍**Country**: France, Italy, Spain
🗓**Release Date**: 21 February 2025
⏳**Running time**: 138 minutes
©️**Source**: [Wikipedia](https://en.wikipedia.org/wiki/Limonov:_The_Ballad)
✅Free encyclopedia & fair use

➡️ **Channel** Movie.t.me",1543931431,02-02-2025 14:46,,
216,-1.00154E+12,sent,"🎬```Still Life with Ghosts```

🎞**Movie Info**
**Still Life with Ghosts** (Spanish: Bodegón con fantasmas) is a 2024 Spanish-Serbian ensemble comedy film written and directed by Enrique Buleo.

📝️**Synopsis**:
Structured in five episodes, the plot follows the mishaps of townsfolk and ghosts in a village of La Mancha.

😀**Genre**: #Comedy
🗣**Language**: Spanish
🌍**Country**: Spain, Serbia
🗓**Release Date**: 24 January 2025
⏳**Running time**: ----
©️**Source**: [Wikipedia](https://en.wikipedia.org/wiki/Still_Life_with_Ghosts)
✅Free encyclopedia & fair use

➡️ **Channel** Movie.t.me",1543931431,02-02-2025 14:46,,
217,-1.00154E+12,sent,"🎬```Rich Flu```

🎞**Movie Info**
**Rich Flu** (Spanish: La fiebre de los ricos) is a 2024 Spanish film written, directed, and produced by Galder Gaztelu-Urrutia. It stars Mary Elizabeth Winstead, Rafe Spall, Lorraine Bracco, Jonah Hauer-King, and Timothy Spall. It premiered at the 57th Sitges Film Festival on October 6, 2024.

📝️**Synopsis**:
A disease targets the richest people on Earth, starting with billionaires, then millionaires, and so on, causing people to give away their assets to avoid death.

😀**Genre**: # 
🗣**Language**: English
🌍**Country**: Spain
🗓**Release Date**: January 24, 2025
⏳**Running time**: ----
©️**Source**: [Wikipedia](https://en.wikipedia.org/wiki/Rich_Flu)
✅Free encyclopedia & fair use

➡️ **Channel** Movie.t.me",1543931431,02-02-2025 14:46,,
218,-1.00154E+12,sent,"🎬```Myocardium```

🎞**Movie Info**
**Myocardium** (Spanish: Miocardio) is a 2024 Spanish comedy-drama film written and directed by José Manuel Carrasco starring Vito Sanz and Marina Salas.

📝️**Synopsis**:
Pablo, a middling writer in crisis and dumped by his wife, receives an unexpected visit from Ana, the former fling who broke his heart 15 years ago, upending his miserable existence.

😀**Genre**: #Drama #Comedy
🗣**Language**: Spanish
🌍**Country**: Spain
🗓**Release Date**: 24 January 2025
⏳**Running time**: ----
©️**Source**: [Wikipedia](https://en.wikipedia.org/wiki/Myocardium_(film))
✅Free encyclopedia & fair use

➡️ **Channel** Movie.t.me",1543931431,02-02-2025 14:46,,
219,-1.00154E+12,sent,"🎬```Presence```

🎞**Movie Info**
**Presence** is a 2024 American supernatural thriller drama film directed by Steven Soderbergh and written by David Koepp. It stars Lucy Liu, Chris Sullivan, and Callina Liang.

📝️**Synopsis**:
The Paynes, a family of four—mother Rebecca, father Chris, elder brother Tyler, and younger sister Chloe—move into a large suburban house inhabited by a poltergeist (referred to in-universe as the Presence."") The entire film is presented from the Presence's point of view in a series of long takes.",,,,
,,,,,,,
😀**Genre**: #Drama #Thriller,,,,,,,
🗣**Language**: English,,,,,,,
🌍**Country**: United States,,,,,,,
🗓**Release Date**: January 24, 2025,,,,,,
⏳**Running time**: 85 minutes,,,,,,,
©️**Source**: [Wikipedia](https://en.wikipedia.org/wiki/Presence_(2024_film)),,,,,,,
✅Free encyclopedia & fair use,,,,,,,
,,,,,,,
"➡️ **Channel** Movie.t.me""",1543931431,02-02-2025 14:46,,,,,
220,-1.00154E+12,sent,"🎬```Brave the Dark```

🎞**Movie Info**
**Brave the Dark** is a 2023 American drama film directed by Damian Harris and starring Jared Harris and Nicholas Hamilton. The film premiered at the Heartland International Film Festival in October 2023, and was released in the United States on January 24, 2025.

📝️**Synopsis**:
A teacher discovers one of his students has been thrown into jail, and decides to bail him out but quickly discovers the student has dark secrets.

😀**Genre**: #Drama
🗣**Language**: English
🌍**Country**: United States
🗓**Release Date**: January 24, 2025
⏳**Running time**: 122 minutes
©️**Source**: [Wikipedia](https://en.wikipedia.org/wiki/Brave_the_Dark)
✅Free encyclopedia & fair use

➡️ **Channel** Movie.t.me",1543931431,02-02-2025 14:46,,
